Lake,Year,Alk/Acid,Tot-P,WaterTemp,LakeYear,BelowLN,Size,Richness,Latfix,DCA1,DCA2
Lillsjön,2003,0.491,10.5,16.55,Lillsjön 2003,YES,0.32,36,59.10172427,0.743797725,-0.246499148
Lillsjön,2004,0.489,67,18.85,Lillsjön 2004,YES,0.32,36,59.10172427,0.863589767,-0.497269324
Lillsjön,2005,0.5695,103,15.3,Lillsjön 2005,YES,0.32,42,59.10172427,-0.197499863,-0.50960522
Lillsjön,2006,0.556,96.5,16.7,Lillsjön 2006,YES,0.32,40,59.10172427,0.93001769,-0.400370794
Lillsjön,2007,0.463,64.5,16,Lillsjön 2007,YES,0.32,32,59.10172427,0.761098607,-0.389501893
Lillsjön,2008,0.443,64.5,14.7,Lillsjön 2008,YES,0.32,43,59.10172427,0.647795268,-0.512233383
Lillsjön,2009,0.4815,82,12.85,Lillsjön 2009,YES,0.32,34,59.10172427,0.173865575,-0.519134609
Lillsjön,2010,0.4735,63.5,15.35,Lillsjön 2010,YES,0.32,37,59.10172427,1.534760879,-0.758568192
Lillsjön,2011,0.486,54,15.9,Lillsjön 2011,YES,0.32,38,59.10172427,0.36588475,-0.539379471
Lillsjön,2012,0.4625,59.5,16.05,Lillsjön 2012,YES,0.32,44,59.10172427,0.645806225,-0.474297048
Lillsjön,2013,0.4805,64,15.45,Lillsjön 2013,YES,0.32,37,59.10172427,0.812789198,-0.223969548
Lillsjön,2014,0.4735,61,17.9,Lillsjön 2014,YES,0.32,23,59.10172427,0.846012701,-0.052681715
Lillsjön,2015,0.4405,63.25,16.25,Lillsjön 2015,YES,0.32,29,59.10172427,-0.414614211,-0.41747696
Lillsjön,2016,0.556,90.45,13.55,Lillsjön 2016,YES,0.32,30,59.10172427,-0.24011647,-0.241456309
Lillsjön,2017,0.555,86.9,15.25,Lillsjön 2017,YES,0.32,36,59.10172427,1.112385391,-0.090879064
N. Yngern,1995,0.244,16,21.5,N. Yngern 1995,YES,14.01,22,59.16985291,0.540537338,-0.790916929
N. Yngern,1996,0.243,10,14.9,N. Yngern 1996,YES,14.01,26,59.16985291,0.241193918,-0.558996
N. Yngern,1997,0.244,15,16.85,N. Yngern 1997,YES,14.01,14,59.16985291,0.63900095,-0.865520121
N. Yngern,1998,0.2395,13.5,14.85,N. Yngern 1998,YES,14.01,25,59.16985291,0.392434204,-0.799829667
N. Yngern,1999,0.249,11.5,16.85,N. Yngern 1999,YES,14.01,32,59.16985291,1.309019115,-0.763589354
N. Yngern,2000,0.261,12.5,15.25,N. Yngern 2000,YES,14.01,22,59.16985291,0.4657991,-0.737782111
N. Yngern,2001,0.245,12.5,15.5,N. Yngern 2001,YES,14.01,17,59.16985291,0.448627707,-0.864645569
N. Yngern,2002,0.245,13,16.85,N. Yngern 2002,YES,14.01,27,59.16985291,0.371394313,-0.959027152
N. Yngern,2003,0.261,9.5,16.6,N. Yngern 2003,YES,14.01,29,59.16985291,0.396486619,-0.608484985
N. Yngern,2004,0.2645,10.5,15,N. Yngern 2004,YES,14.01,41,59.16985291,0.300405367,-0.683264896
N. Yngern,2005,0.256,12,16.1,N. Yngern 2005,YES,14.01,37,59.16985291,0.594955965,-0.576353651
N. Yngern,2006,0.265,12,17,N. Yngern 2006,YES,14.01,36,59.16985291,1.119695075,-0.733699289
N. Yngern,2007,0.268666667,8.666666667,9.766666667,N. Yngern 2007,YES,14.01,42,59.16985291,0.33139002,-0.840745491
N. Yngern,2008,0.2585,9.5,14.85,N. Yngern 2008,YES,14.01,33,59.16985291,0.348867672,-0.848858324
N. Yngern,2009,0.2695,16,16.4,N. Yngern 2009,YES,14.01,31,59.16985291,0.138612765,-0.149288195
N. Yngern,2010,0.264,7.5,15.65,N. Yngern 2010,YES,14.01,28,59.16985291,1.201391792,-0.693302054
N. Yngern,2011,0.272,9.5,15.85,N. Yngern 2011,YES,14.01,36,59.16985291,0.08304363,0.349705205
N. Yngern,2012,0.266,11.5,14.85,N. Yngern 2012,YES,14.01,38,59.16985291,0.385018719,-0.817277106
N. Yngern,2013,0.272666667,13,13.96666667,N. Yngern 2013,YES,14.01,36,59.16985291,0.429203943,-0.265054654
N. Yngern,2014,0.276,10.2,18.4,N. Yngern 2014,YES,14.01,34,59.16985291,0.443332512,-0.225776727
N. Yngern,2015,0.2665,10.65,15.7,N. Yngern 2015,YES,14.01,28,59.16985291,0.06933315,0.284869822
N. Yngern,2016,0.2755,10.45,14.05,N. Yngern 2016,YES,14.01,36,59.16985291,0.742019431,-0.072188965
N. Yngern,2017,0.2835,10.55,16.2,N. Yngern 2017,YES,14.01,36,59.16985291,1.080496132,-0.534843685
Öjsjön,1995,0.118,7.5,15.4,Öjsjön 1995,YES,1.9681,27,58.17190805,0.141358317,-0.314661449
Öjsjön,1996,0.1085,8,15.5,Öjsjön 1996,YES,1.9681,18,58.17190805,0.136061823,-0.540103561
Öjsjön,1999,0.117,7.5,13.5,Öjsjön 1999,YES,1.9681,18,58.17190805,0.471258875,-0.525306264
Öjsjön,2001,0.1085,19,14.25,Öjsjön 2001,YES,1.9681,32,58.17190805,0.352300626,-0.472323584
Öjsjön,2002,0.1105,7,14.75,Öjsjön 2002,YES,1.9681,33,58.17190805,-0.200151984,0.045232077
Öjsjön,2003,0.1165,6,13.25,Öjsjön 2003,YES,1.9681,34,58.17190805,-0.230679923,0.066960272
Öjsjön,2004,0.12,7.5,13.65,Öjsjön 2004,YES,1.9681,32,58.17190805,0.116070687,-0.314466033
Öjsjön,2005,0.115,6,15.8,Öjsjön 2005,YES,1.9681,41,58.17190805,0.228683984,-0.182429147
Öjsjön,2007,0.1185,2.5,9,Öjsjön 2007,YES,1.9681,50,58.17190805,-0.198715163,-0.135051976
Öjsjön,2008,0.1215,6,14.45,Öjsjön 2008,YES,1.9681,45,58.17190805,-0.034786927,-0.116751902
Öjsjön,2009,0.125,5,12.4,Öjsjön 2009,YES,1.9681,34,58.17190805,-0.48065367,0.021816946
Öjsjön,2010,0.1185,5.5,14.15,Öjsjön 2010,YES,1.9681,54,58.17190805,-0.38801439,-0.153608299
Öjsjön,2013,0.1185,5.5,9.3,Öjsjön 2013,YES,1.9681,41,58.17190805,-0.005196147,-0.185424189
Öjsjön,2014,0.122,6,14.685,Öjsjön 2014,YES,1.9681,32,58.17190805,-0.002162159,-0.288238184
Öjsjön,2015,0.1165,6.55,15.365,Öjsjön 2015,YES,1.9681,43,58.17190805,-0.326497342,-0.098632054
Öjsjön,2016,0.134,5.45,12.255,Öjsjön 2016,YES,1.9681,43,58.17190805,-0.42879421,-0.183019153
Öjsjön,2017,0.1345,5.35,14.4,Öjsjön 2017,YES,1.9681,33,58.17190805,-0.625873223,0.06570436
Örsjön2,1995,0.0225,17,18.15,Örsjön2 1995,YES,0.19,29,56.28635112,-0.488777073,-0.124462738
Örsjön2,1996,0.033,8,15.85,Örsjön2 1996,YES,0.19,28,56.28635112,-0.007633465,0.689415754
Örsjön2,1997,0.035,9.5,14.65,Örsjön2 1997,YES,0.19,20,56.28635112,-0.186404933,0.336266898
Örsjön2,1998,0.033,10.5,11.4,Örsjön2 1998,YES,0.19,19,56.28635112,-0.873903623,0.511366975
Örsjön2,1999,0.036,9.5,13.7,Örsjön2 1999,YES,0.19,21,56.28635112,-0.481016939,0.598107463
Örsjön2,2000,0.0225,10.5,16.8,Örsjön2 2000,YES,0.19,25,56.28635112,-0.238388138,0.860042146
Örsjön2,2001,0.0235,18.5,16.15,Örsjön2 2001,YES,0.19,36,56.28635112,-0.09825891,0.004905101
Örsjön2,2002,0.03,8,15,Örsjön2 2002,YES,0.19,27,56.28635112,-0.114184531,0.631367818
Örsjön2,2003,0.0445,7,14.55,Örsjön2 2003,YES,0.19,31,56.28635112,0.520875408,0.777398859
Örsjön2,2004,0.0405,7.5,17.05,Örsjön2 2004,YES,0.19,37,56.28635112,0.115446756,0.348093981
Örsjön2,2005,0.0465,8,14.75,Örsjön2 2005,YES,0.19,37,56.28635112,0.187748406,0.465761681
Örsjön2,2006,0.0615,7.5,7.4,Örsjön2 2006,YES,0.19,32,56.28635112,0.286048889,0.803724384
Örsjön2,2007,0.0485,6.5,17.25,Örsjön2 2007,YES,0.19,32,56.28635112,-0.014634762,0.50973722
Örsjön2,2008,0.0435,15.5,10.2,Örsjön2 2008,YES,0.19,38,56.28635112,-0.249277962,0.505765917
Örsjön2,2009,0.051,10,14.75,Örsjön2 2009,YES,0.19,35,56.28635112,0.278432603,0.289515184
Örsjön2,2010,0.057,10.33333333,10.36666667,Örsjön2 2010,YES,0.19,40,56.28635112,0.401301213,-0.086185661
Örsjön2,2011,0.0605,9,14.15,Örsjön2 2011,YES,0.19,35,56.28635112,0.994943356,-0.137328599
Örsjön2,2012,0.057,7.5,14.55,Örsjön2 2012,YES,0.19,46,56.28635112,0.377731588,0.038979725
Örsjön2,2013,0.0575,7.5,15.65,Örsjön2 2013,YES,0.19,39,56.28635112,0.605014316,0.2847888
Örsjön2,2014,0.0565,9.6,17.3,Örsjön2 2014,YES,0.19,33,56.28635112,1.092367748,-0.37206063
Örsjön2,2015,0.0535,10.45,15.55,Örsjön2 2015,YES,0.19,37,56.28635112,0.601723885,0.435266166
Örsjön2,2016,0.068333333,8.766666667,10.8,Örsjön2 2016,YES,0.19,41,56.28635112,0.925100625,-0.346357166
Örsjön2,2017,0.064,7.6,15.45,Örsjön2 2017,YES,0.19,35,56.28635112,0.351327708,0.358349668
Överudssjön,1995,0.21,36,15.95,Överudssjön 1995,YES,2.24,23,59.40945827,1.054811712,1.252365822
Överudssjön,1996,0.2065,23,14.15,Överudssjön 1996,YES,2.24,23,59.40945827,0.192047006,0.080953941
Överudssjön,1997,0.2325,37,14.5,Överudssjön 1997,YES,2.24,10,59.40945827,1.198998405,1.845142857
Överudssjön,1998,0.187333333,56.33333333,14.6,Överudssjön 1998,YES,2.24,16,59.40945827,0.954332929,1.706359239
Överudssjön,1999,0.163,33.5,12.9,Överudssjön 1999,YES,2.24,19,59.40945827,1.111067276,1.466203144
Överudssjön,2000,0.162,53,15.4,Överudssjön 2000,YES,2.24,14,59.40945827,1.166919697,1.64519316
Överudssjön,2001,0.1295,66,16.8,Överudssjön 2001,YES,2.24,18,59.40945827,1.003466837,1.817630333
Överudssjön,2002,0.193,37,15.15,Överudssjön 2002,YES,2.24,18,59.40945827,1.106736095,1.390516944
Överudssjön,2003,0.166,42,12.05,Överudssjön 2003,YES,2.24,21,59.40945827,0.939798528,0.879138273
Överudssjön,2004,0.1925,52,15.05,Överudssjön 2004,YES,2.24,25,59.40945827,0.543680329,0.355861037
Överudssjön,2005,0.2055,75,11.7,Överudssjön 2005,YES,2.24,14,59.40945827,0.648271073,0.523229642
Överudssjön,2006,0.1945,56,16.05,Överudssjön 2006,YES,2.24,14,59.40945827,0.049993534,0.490728709
Överudssjön,2007,0.2045,35,10.35,Överudssjön 2007,YES,2.24,14,59.40945827,0.672151416,1.24784173
Överudssjön,2008,0.1985,40,13.2,Överudssjön 2008,YES,2.24,23,59.40945827,0.479276566,0.845590736
Överudssjön,2009,0.1945,56.5,12.3,Överudssjön 2009,YES,2.24,28,59.40945827,0.087211289,0.648001181
Överudssjön,2010,0.19,53.5,12.15,Överudssjön 2010,YES,2.24,22,59.40945827,0.72191075,0.359592177
Överudssjön,2011,0.1965,52.5,12.9,Överudssjön 2011,YES,2.24,27,59.40945827,0.583596712,1.267283533
Överudssjön,2012,0.1995,45,14.35,Överudssjön 2012,YES,2.24,25,59.40945827,0.661498884,1.005362706
Överudssjön,2013,0.207,59.5,16,Överudssjön 2013,YES,2.24,23,59.40945827,0.567164429,0.961198906
Överudssjön,2014,0.191,49.8,14.6,Överudssjön 2014,YES,2.24,7,59.40945827,-0.394969347,0.229738082
Överudssjön,2015,0.199,49.1,14.35,Överudssjön 2015,YES,2.24,20,59.40945827,0.706863435,0.616498509
Överudssjön,2016,0.221,54.5,12.05,Överudssjön 2016,YES,2.24,32,59.40945827,1.062914764,0.371738627
Överudssjön,2017,0.2155,45.25,14.7,Överudssjön 2017,YES,2.24,23,59.40945827,0.859059207,0.13846649
Rammsjön,1995,1.00E-04,33,19.1,Rammsjön 1995,YES,0.3403,18,56.76689975,-1.000881535,-0.069437638
Rammsjön,1996,1.00E-04,36,14.95,Rammsjön 1996,YES,0.3403,15,56.76689975,-0.674666202,-0.180674003
Rammsjön,1997,1.00E-04,52.5,15.45,Rammsjön 1997,YES,0.3403,12,56.76689975,-0.906569658,-0.222066968
Rammsjön,1998,1.00E-04,39,12.1,Rammsjön 1998,YES,0.3403,20,56.76689975,-1.087671903,-0.074396624
Rammsjön,1999,1.00E-04,61.5,13.75,Rammsjön 1999,YES,0.3403,22,56.76689975,-0.640823928,0.082460386
Rammsjön,2000,1.00E-04,46,15.75,Rammsjön 2000,YES,0.3403,15,56.76689975,-0.818979721,0.069377855
Rammsjön,2001,1.00E-04,37,12.75,Rammsjön 2001,YES,0.3403,16,56.76689975,-0.639999825,0.031009423
Rammsjön,2002,1.00E-04,34.5,13.15,Rammsjön 2002,YES,0.3403,17,56.76689975,-0.463708237,-0.135290621
Rammsjön,2003,1.00E-04,33,7.6,Rammsjön 2003,YES,0.3403,19,56.76689975,-0.732598848,-0.075670932
Rammsjön,2004,1.00E-04,41.5,15.7,Rammsjön 2004,YES,0.3403,13,56.76689975,-0.864493611,0.005127996
Rammsjön,2005,1.00E-04,38.5,15.8,Rammsjön 2005,YES,0.3403,14,56.76689975,-1.112009294,-0.24200607
Rammsjön,2006,1.00E-04,36.5,15.15,Rammsjön 2006,YES,0.3403,13,56.76689975,-0.758181343,-0.540058128
Rammsjön,2007,1.00E-04,23,14.1,Rammsjön 2007,YES,0.3403,13,56.76689975,-0.995293319,-0.345879935
Rammsjön,2008,1.00E-04,31.5,14.25,Rammsjön 2008,YES,0.3403,15,56.76689975,-0.943863476,0.027017743
Rammsjön,2009,1.00E-04,33,13.75,Rammsjön 2009,YES,0.3403,15,56.76689975,-0.756658684,0.250547315
Rammsjön,2011,1.00E-04,28,17.15,Rammsjön 2011,YES,0.3403,28,56.76689975,-0.999407318,0.054788424
Rammsjön,2012,1.00E-04,25.5,15.6,Rammsjön 2012,YES,0.3403,31,56.76689975,-0.915336494,-0.377821195
Rammsjön,2013,1.00E-04,32.5,15,Rammsjön 2013,YES,0.3403,20,56.76689975,-0.520059823,0.361952455
Rammsjön,2014,1.00E-04,29.15,14.35,Rammsjön 2014,YES,0.3403,19,56.76689975,-0.538150096,0.260421197
Rammsjön,2015,1.00E-04,23.5,15,Rammsjön 2015,YES,0.3403,19,56.76689975,-1.311356806,-0.102758106
Rammsjön,2016,1.00E-04,28.1,13.4,Rammsjön 2016,YES,0.3403,18,56.76689975,-0.962275246,-0.271108788
Rammsjön,2017,1.00E-04,23.9,14,Rammsjön 2017,YES,0.3403,23,56.76689975,-0.56225868,0.374145904
Rotehogstjärnen,1996,0.017777778,14.77777778,10.52222222,Rotehogstjärnen 1996,YES,0.1648,34,58.81500236,-1.282506513,-0.289457734
Rotehogstjärnen,1997,0.014444444,15.22222222,8.666666667,Rotehogstjärnen 1997,YES,0.1648,34,58.81500236,-0.938994972,0.408460424
Rotehogstjärnen,1998,0.001777778,19.88888889,9.555555556,Rotehogstjärnen 1998,YES,0.1648,35,58.81500236,-1.15165952,-0.009282615
Rotehogstjärnen,1999,0.011333333,20.77777778,8.922222222,Rotehogstjärnen 1999,YES,0.1648,35,58.81500236,-0.880347695,0.042210442
Rotehogstjärnen,2000,0.005,25,10.03333333,Rotehogstjärnen 2000,YES,0.1648,28,58.81500236,-1.271900398,-0.299114061
Rotehogstjärnen,2001,0.012333333,22.55555556,10.16666667,Rotehogstjärnen 2001,YES,0.1648,33,58.81500236,-0.908675804,-0.181170645
Rotehogstjärnen,2002,0.013,21.55555556,11.94444444,Rotehogstjärnen 2002,YES,0.1648,27,58.81500236,-1.387650074,-0.23977009
Rotehogstjärnen,2003,0.018,15.55555556,10.75555556,Rotehogstjärnen 2003,YES,0.1648,36,58.81500236,-0.841219858,0.106198524
Rotehogstjärnen,2004,1.00E-04,18,9.944444444,Rotehogstjärnen 2004,YES,0.1648,40,58.81500236,-0.971292801,-0.108857848
Rotehogstjärnen,2005,0.003333333,21.88888889,10.85555556,Rotehogstjärnen 2005,YES,0.1648,41,58.81500236,-0.969605702,-0.064544859
Rotehogstjärnen,2006,0.007,16.77777778,11.54444444,Rotehogstjärnen 2006,YES,0.1648,35,58.81500236,-1.135656943,0.082687259
Rotehogstjärnen,2007,0.002666667,11.66666667,10.67777778,Rotehogstjärnen 2007,YES,0.1648,32,58.81500236,-1.111290101,0.801233546
Rotehogstjärnen,2008,1.00E-04,17.88888889,10.64166667,Rotehogstjärnen 2008,YES,0.1648,37,58.81500236,-0.775034799,0.021502757
Rotehogstjärnen,2009,1.00E-04,18.11111111,10.40833333,Rotehogstjärnen 2009,YES,0.1648,36,58.81500236,-1.076657344,0.232232665
Rotehogstjärnen,2010,0.003,18.22222222,10.18333333,Rotehogstjärnen 2010,YES,0.1648,34,58.81500236,-1.284748522,0.091080111
Rotehogstjärnen,2011,1.00E-04,18.88888889,11.30833333,Rotehogstjärnen 2011,YES,0.1648,37,58.81500236,-0.991483417,-0.026428846
Rotehogstjärnen,2012,1.00E-04,18,11.1,Rotehogstjärnen 2012,YES,0.1648,34,58.81500236,-1.491655261,-0.151922791
Rotehogstjärnen,2013,0.013,20.3,10.38,Rotehogstjärnen 2013,YES,0.1648,36,58.81500236,-1.319622705,0.054511265
Rotehogstjärnen,2014,1.00E-04,22.75555556,11.46666667,Rotehogstjärnen 2014,YES,0.1648,34,58.81500236,-1.276807345,0.172308123
Rotehogstjärnen,2015,1.00E-04,18.63333333,11.02222222,Rotehogstjärnen 2015,YES,0.1648,37,58.81500236,-0.943592341,0.575458751
Rotehogstjärnen,2016,0.012,20.12222222,10.92222222,Rotehogstjärnen 2016,YES,0.1648,33,58.81500236,-1.012466785,0.347868885
Rotehogstjärnen,2017,0.003333333,21.46666667,10.72222222,Rotehogstjärnen 2017,YES,0.1648,28,58.81500236,-1.547577605,-0.132531641
Rundbosjön,1995,0.365,31,20.7,Rundbosjön 1995,YES,0.91,21,58.80858627,0.491063637,-0.244153556
Rundbosjön,1996,0.3885,32,15.25,Rundbosjön 1996,YES,0.91,45,58.80858627,1.142704007,-0.674277256
Rundbosjön,1997,0.3905,30,15.1,Rundbosjön 1997,YES,0.91,32,58.80858627,0.262318248,-0.349151459
Rundbosjön,1998,0.3585,38,14.4,Rundbosjön 1998,YES,0.91,37,58.80858627,0.582522924,-1.047419489
Rundbosjön,1999,0.3835,46,16.45,Rundbosjön 1999,YES,0.91,32,58.80858627,0.564045717,-0.519679096
Rundbosjön,2000,0.371,47.5,16.05,Rundbosjön 2000,YES,0.91,39,58.80858627,0.380890648,-0.63728639
Rundbosjön,2001,0.34,79,16,Rundbosjön 2001,YES,0.91,43,58.80858627,0.241610006,-0.859168407
Rundbosjön,2002,0.3875,51.5,17.2,Rundbosjön 2002,YES,0.91,45,58.80858627,0.396891942,-0.407336164
Rundbosjön,2003,0.429,26,17.05,Rundbosjön 2003,YES,0.91,48,58.80858627,-0.020392945,-0.68408536
Rundbosjön,2004,0.391,43,18.3,Rundbosjön 2004,YES,0.91,37,58.80858627,0.256405202,-0.892593042
Rundbosjön,2005,0.3975,44,16.15,Rundbosjön 2005,YES,0.91,50,58.80858627,0.22623713,-0.960721881
Rundbosjön,2006,0.4575,48.5,17.65,Rundbosjön 2006,YES,0.91,44,58.80858627,0.196133881,-0.352513658
Rundbosjön,2007,0.4255,31,15.5,Rundbosjön 2007,YES,0.91,44,58.80858627,0.447985022,-0.640556665
Rundbosjön,2008,0.4135,48,14.95,Rundbosjön 2008,YES,0.91,47,58.80858627,0.308559081,-0.901131617
Rundbosjön,2009,0.4435,46.5,14.05,Rundbosjön 2009,YES,0.91,36,58.80858627,0.41030155,-0.995931295
Rundbosjön,2010,0.4275,49.5,16.5,Rundbosjön 2010,YES,0.91,44,58.80858627,-0.089157439,-0.795650699
Rundbosjön,2011,0.4555,49,16.85,Rundbosjön 2011,YES,0.91,55,58.80858627,0.125536309,-0.466886066
Rundbosjön,2012,0.445,61.5,16.6,Rundbosjön 2012,YES,0.91,50,58.80858627,0.373102302,-0.264305665
Rundbosjön,2013,0.4485,53,15.8,Rundbosjön 2013,YES,0.91,50,58.80858627,0.658483026,-0.772771993
Rundbosjön,2014,0.4185,46,18.7,Rundbosjön 2014,YES,0.91,45,58.80858627,0.681477545,-0.679033497
Rundbosjön,2015,0.4165,56.9,16,Rundbosjön 2015,YES,0.91,35,58.80858627,0.333013051,-0.408076647
Rundbosjön,2016,0.493,63.75,14.6,Rundbosjön 2016,YES,0.91,49,58.80858627,0.95008344,-0.88431083
Rundbosjön,2017,0.453,35.55,15.5,Rundbosjön 2017,YES,0.91,41,58.80858627,0.31769625,-0.632381785
Sännen,1995,0.0325,13.5,17.8,Sännen 1995,YES,0.99,27,56.32501995,0.12365049,1.039080754
Sännen,1996,0.038,13.5,15.45,Sännen 1996,YES,0.99,33,56.32501995,-0.036289882,-0.113468138
Sännen,1997,0.031,18,15.45,Sännen 1997,YES,0.99,23,56.32501995,-0.329649911,-0.008829607
Sännen,1998,0.0205,10.5,11.85,Sännen 1998,YES,0.99,19,56.32501995,-0.554322711,-0.314608391
Sännen,1999,0.0255,10,14.35,Sännen 1999,YES,0.99,22,56.32501995,0.030060223,-0.809698302
Sännen,2000,0.021,13,17.1,Sännen 2000,YES,0.99,28,56.32501995,-0.290269144,0.640213945
Sännen,2001,0.019,14.5,12.8,Sännen 2001,YES,0.99,37,56.32501995,0.209524561,-0.252266777
Sännen,2002,0.033,14.5,16.55,Sännen 2002,YES,0.99,32,56.32501995,0.128940008,-0.247672222
Sännen,2003,0.036,12,14.5,Sännen 2003,YES,0.99,34,56.32501995,0.254849589,0.213864503
Sännen,2004,0.0365,11.5,17.1,Sännen 2004,YES,0.99,37,56.32501995,0.311343673,-0.138482936
Sännen,2005,0.0385,12.5,15.25,Sännen 2005,YES,0.99,46,56.32501995,0.26615476,-0.516000171
Sännen,2006,0.0395,11.5,13.4,Sännen 2006,YES,0.99,31,56.32501995,-0.042366705,0.074702425
Sännen,2007,0.032,9.5,15.3,Sännen 2007,YES,0.99,33,56.32501995,-0.193647285,0.408723565
Sännen,2008,0.033,12.5,13.8,Sännen 2008,YES,0.99,41,56.32501995,0.005619974,0.894100303
Sännen,2009,0.035,15.66666667,11.33333333,Sännen 2009,YES,0.99,30,56.32501995,-0.226354231,0.62246233
Sännen,2010,0.041,9.5,14.5,Sännen 2010,YES,0.99,30,56.32501995,1.070349098,-0.485232305
Sännen,2011,0.0535,15,8.7,Sännen 2011,YES,0.99,39,56.32501995,0.370200544,-0.305886627
Sännen,2012,0.045,14.5,15,Sännen 2012,YES,0.99,45,56.32501995,0.063868009,0.373142084
Sännen,2013,0.041,12,15.85,Sännen 2013,YES,0.99,37,56.32501995,0.060339123,1.129575132
Sännen,2014,0.0415,13.55,17.8,Sännen 2014,YES,0.99,46,56.32501995,0.136219087,0.384757441
Sännen,2015,0.040666667,12.7,11.33333333,Sännen 2015,YES,0.99,44,56.32501995,0.140435778,0.336967313
Sännen,2016,0.0445,9.3,14.75,Sännen 2016,YES,0.99,43,56.32501995,0.307246985,0.136337467
Sännen,2017,0.0405,10.6,16.45,Sännen 2017,YES,0.99,36,56.32501995,0.051104392,0.213282462
Siggeforasjön,1996,0.191,10,15.4,Siggeforasjön 1996,YES,0.7019,26,59.9778841,0.715544858,-0.651757891
Siggeforasjön,1997,0.191,8.5,12.4,Siggeforasjön 1997,YES,0.7019,26,59.9778841,0.299566147,-0.680817948
Siggeforasjön,1998,0.153,10.5,13.35,Siggeforasjön 1998,YES,0.7019,29,59.9778841,0.410011657,-0.75005202
Siggeforasjön,1999,0.1545,11.5,14.75,Siggeforasjön 1999,YES,0.7019,24,59.9778841,0.564457447,-0.75801876
Siggeforasjön,2000,0.186,10,14.25,Siggeforasjön 2000,YES,0.7019,23,59.9778841,0.801907519,-0.601308494
Siggeforasjön,2001,0.1335,11,15.2,Siggeforasjön 2001,YES,0.7019,21,59.9778841,1.09854482,-0.77578971
Siggeforasjön,2002,0.12,12.5,13.7,Siggeforasjön 2002,YES,0.7019,26,59.9778841,0.816547621,-0.724172794
Siggeforasjön,2003,0.1655,14.5,12.95,Siggeforasjön 2003,YES,0.7019,19,59.9778841,0.344728347,-0.470388855
Siggeforasjön,2004,0.1565,13,14.05,Siggeforasjön 2004,YES,0.7019,30,59.9778841,0.53090611,-0.734378557
Siggeforasjön,2005,0.1535,17,12.55,Siggeforasjön 2005,YES,0.7019,32,59.9778841,1.36254757,-0.795289125
Siggeforasjön,2006,0.1785,10.5,15.8,Siggeforasjön 2006,YES,0.7019,38,59.9778841,1.183778717,-0.797419376
Siggeforasjön,2007,0.1635,9,12.2,Siggeforasjön 2007,YES,0.7019,27,59.9778841,1.311813293,-0.838593662
Siggeforasjön,2008,0.152,9,12.05,Siggeforasjön 2008,YES,0.7019,23,59.9778841,0.571259844,-0.736601548
Siggeforasjön,2009,0.1265,14,12.4,Siggeforasjön 2009,YES,0.7019,22,59.9778841,0.634033383,-0.727877655
Siggeforasjön,2010,0.148666667,13,9.2,Siggeforasjön 2010,YES,0.7019,25,59.9778841,0.905421628,-0.739559616
Siggeforasjön,2011,0.154,14,13.65,Siggeforasjön 2011,YES,0.7019,32,59.9778841,1.156401262,-0.849080776
Siggeforasjön,2012,0.122,16.5,15.45,Siggeforasjön 2012,YES,0.7019,26,59.9778841,0.968167826,-0.774058494
Siggeforasjön,2013,0.1515,17.5,15.05,Siggeforasjön 2013,YES,0.7019,16,59.9778841,1.231571583,-0.753283113
Siggeforasjön,2014,0.1605,12.95,15.25,Siggeforasjön 2014,YES,0.7019,22,59.9778841,1.293089477,-0.89894433
Siggeforasjön,2015,0.1455,14.1,14.4,Siggeforasjön 2015,YES,0.7019,18,59.9778841,1.205896031,-0.969097436
Siggeforasjön,2016,0.1745,10.45,12.55,Siggeforasjön 2016,YES,0.7019,26,59.9778841,1.379990368,-0.809691265
Siggeforasjön,2017,0.1955,12.05,15.25,Siggeforasjön 2017,YES,0.7019,20,59.9778841,0.208881036,-0.820517751
Skärgölen,1995,0.166,17.25,13.25,Skärgölen 1995,YES,0.181,49,58.76311167,0.568043504,-0.368873337
Skärgölen,1996,0.1535,5.5,8.2,Skärgölen 1996,YES,0.181,44,58.76311167,-0.430815748,-0.360371012
Skärgölen,1997,0.1625,12,15.15,Skärgölen 1997,YES,0.181,41,58.76311167,-0.26533975,-0.153022467
Skärgölen,1998,0.13,9,13.15,Skärgölen 1998,YES,0.181,46,58.76311167,-0.201881208,-0.327397617
Skärgölen,1999,0.1525,6,12.8,Skärgölen 1999,YES,0.181,43,58.76311167,-0.472979888,-0.396838077
Skärgölen,2000,0.138,12,14.75,Skärgölen 2000,YES,0.181,41,58.76311167,-0.372159523,-0.468879593
Skärgölen,2001,0.1395,8,14,Skärgölen 2001,YES,0.181,46,58.76311167,-0.397298367,-0.532826561
Skärgölen,2002,0.143,8,14.45,Skärgölen 2002,YES,0.181,42,58.76311167,-0.411320843,-0.543672012
Skärgölen,2003,0.1575,7.5,13.05,Skärgölen 2003,YES,0.181,46,58.76311167,-0.114361898,-0.238763369
Skärgölen,2004,0.161,8,13.25,Skärgölen 2004,YES,0.181,48,58.76311167,-0.245462929,-0.521265984
Skärgölen,2005,0.172,7.5,15.4,Skärgölen 2005,YES,0.181,59,58.76311167,0.086880518,-0.606636255
Skärgölen,2006,0.17,5.5,16.85,Skärgölen 2006,YES,0.181,50,58.76311167,0.127153859,-0.032407065
